Title: The Spatial Structure of Young Stellar Clusters. I. Subclusters 
Authors: Kuhn M.A., Feigelson E.D., Getman K.V., Baddeley A.J., Broos P.S., 
         Sills A., Bate M.R., Povich M.S., Luhman K.L., Busk H.A., Naylor T., 
         King R.R. 
Table: Star Positions in the Statistical Sample
================================================================================
Byte-by-byte Description of file: stars_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units Label        Explanations
--------------------------------------------------------------------------------
   1-  7 A7     ---   target       MYStIX region name
   9- 26 A18    ---   designation  MPCM source designation (1)
  28- 38 F11.7  deg   RAdeg        Right Ascension in decimal degrees (J2000)
  40- 50 F11.7  deg   DEdeg        Declination in decimal degrees (J2000)
--------------------------------------------------------------------------------
Note (1): MPCM are MYStIX Probable Complex Members, which are defined by 
          Broos et al. (2013).
--------------------------------------------------------------------------------
orion   053513.80-053024.2  83.8075027  -5.5067329
orion   053513.90-051853.0  83.8079224  -5.3147449
orion   053513.98-052123.2  83.8082504  -5.3564639
orion   053513.98-052157.9  83.8082581  -5.3660951
orion   053513.91-052229.8  83.8079605  -5.3749590
orion   053513.96-052231.7  83.8081970  -5.3754930
orion   053513.93-052320.0  83.8080444  -5.3889151
orion   053513.97-052409.7  83.8082275  -5.4027181
orion   053513.95-052700.8  83.8081284  -5.4502401
orion   053514.05-051848.5  83.8085556  -5.3134890
orion   053514.06-051951.9  83.8085861  -5.3310938
orion   053514.05-052012.5  83.8085632  -5.3368192
orion   053514.08-052222.2  83.8086853  -5.3728361
orion   053514.09-052236.4  83.8087158  -5.3767872
orion   053514.05-052338.4  83.8085785  -5.3940072
orion   053514.01-052427.9  83.8083801  -5.4077740
orion   053514.06-052520.4  83.8085861  -5.4223609
orion   053514.05-052550.0  83.8085556  -5.4305792
orion   053514.08-052635.8  83.8086700  -5.4432988
orion   053514.13-052710.5  83.8088760  -5.4529390
orion   053514.22-051427.8  83.8092575  -5.2410612
orion   053514.22-052004.1  83.8092728  -5.3344970
orion   053514.29-052304.1  83.8095627  -5.3844938
orion   053514.28-052424.7  83.8095169  -5.4068689
orion   053514.23-052612.8  83.8092957  -5.4369059
orion   053514.21-052843.6  83.8092194  -5.4787941
orion   053514.31-051340.7  83.8096313  -5.2279902
orion   053514.35-052232.6  83.8098297  -5.3757458
orion   053514.36-052235.9  83.8098679  -5.3766589
orion   053514.36-052254.0  83.8098679  -5.3816791
orion   053514.31-052308.2  83.8096619  -5.3856258
orion   053514.33-052317.3  83.8097229  -5.3881512
orion   053514.47-051725.5  83.8103180  -5.2904329
orion   053514.44-051824.7  83.8102036  -5.3068652
orion   053514.41-052230.3  83.8100510  -5.3751001
orion   053514.40-052322.9  83.8100281  -5.3897161
orion   053514.40-052333.5  83.8100128  -5.3926611
orion   053514.40-052350.9  83.8100204  -5.3974948
orion   053514.46-052502.1  83.8102646  -5.4172740
orion   053514.45-053246.5  83.8102493  -5.5462718
orion   053514.50-052238.6  83.8104324  -5.3774052
orion   053514.54-052315.9  83.8106079  -5.3877559
orion   053514.58-052407.9  83.8107834  -5.4022131
orion   053514.52-052630.5  83.8105087  -5.4418168
orion   053514.51-052903.3  83.8104782  -5.4842691
orion   053514.61-051400.9  83.8108826  -5.2336102
orion   053514.66-052042.3  83.8110886  -5.3451071
orion   053514.68-052149.5  83.8112030  -5.3637581
orion   053514.67-052211.1  83.8111267  -5.3697610
orion   053514.66-052233.7  83.8110962  -5.3760290
orion   053514.67-052301.7  83.8111343  -5.3838310
orion   053514.65-052328.7  83.8110733  -5.3913088
orion   053514.71-051646.4  83.8113174  -5.2795720
orion   053514.76-052028.8  83.8115005  -5.3413548
orion   053514.71-052106.2  83.8113327  -5.3517232
orion   053514.73-052229.7  83.8113785  -5.3749232
orion   053514.76-052238.2  83.8115234  -5.3772779
orion   053514.69-052249.3  83.8112488  -5.3803740
orion   053514.72-052322.8  83.8113708  -5.3896799
orion   053514.71-052412.4  83.8113174  -5.4034691
orion   053514.76-053416.7  83.8115082  -5.5713329
orion   053514.82-052223.0  83.8117828  -5.3730688
orion   053514.89-052225.3  83.8120804  -5.3737149
orion   053514.87-052231.5  83.8119736  -5.3754301
orion   053514.87-052305.0  83.8119965  -5.3847251
orion   053514.83-052315.9  83.8118286  -5.3877559
orion   053514.82-052346.3  83.8117905  -5.3961978
orion   053514.82-052406.8  83.8117523  -5.4018941
orion   053514.89-052411.7  83.8120804  -5.4032602
orion   053514.92-052239.1  83.8121796  -5.3775439
orion   053514.94-052328.9  83.8122559  -5.3913698
orion   053514.93-052412.8  83.8122177  -5.4035702
orion   053514.97-052417.2  83.8124161  -5.4047890
orion   053515.04-051639.4  83.8127060  -5.2776141
orion   053515.09-052231.4  83.8128967  -5.3754020
orion   053515.04-052354.3  83.8126831  -5.3984408
orion   053515.16-052217.3  83.8131714  -5.3714871
orion   053515.19-052229.5  83.8132935  -5.3748732
orion   053515.19-052254.3  83.8133316  -5.3817530
orion   053515.16-052346.5  83.8131866  -5.3962712
orion   053515.21-052015.0  83.8133926  -5.3375001
orion   053515.29-052029.0  83.8137436  -5.3414149
orion   053515.21-052224.0  83.8133774  -5.3733392
orion   053515.26-052256.8  83.8136139  -5.3824520
orion   053515.21-052318.8  83.8134079  -5.3885689
orion   053515.23-052738.1  83.8134766  -5.4605989
orion   053515.33-051338.0  83.8138962  -5.2272472
orion   053515.35-051902.0  83.8139877  -5.3172321
orion   053515.34-052215.5  83.8139572  -5.3709750
orion   053515.34-052224.9  83.8139267  -5.3736000
orion   053515.39-052225.3  83.8141327  -5.3737102
orion   053515.38-052333.3  83.8141098  -5.3925872
orion   053515.46-051739.2  83.8144531  -5.2942309
orion   053515.42-051934.3  83.8142700  -5.3262138
orion   053515.41-052113.9  83.8142090  -5.3538651
orion   053515.49-052115.2  83.8145523  -5.3542399
orion   053515.49-052248.5  83.8145523  -5.3801522
orion   053515.44-052345.4  83.8143692  -5.3959479
orion   053515.46-052507.0  83.8144302  -5.4186320
orion   053515.42-052559.6  83.8142776  -5.4332280
orion   053515.48-052722.7  83.8145218  -5.4563098
orion   053515.40-052747.3  83.8141861  -5.4631481
orion   053515.41-053023.0  83.8142242  -5.5064020
orion   053515.51-051943.3  83.8146591  -5.3287120
orion   053515.54-052246.4  83.8147736  -5.3795648
orion   053515.52-052337.4  83.8146820  -5.3937340
orion   053515.55-052514.1  83.8148270  -5.4205990
orion   053515.50-053511.5  83.8145981  -5.5865378
orion   053515.67-051747.4  83.8153305  -5.2965050
orion   053515.65-051809.2  83.8152084  -5.3025708
orion   053515.63-051943.3  83.8151321  -5.3287001
orion   053515.60-052126.8  83.8150101  -5.3574629
orion   053515.64-052256.4  83.8151703  -5.3823380
orion   053515.68-052339.0  83.8153458  -5.3941731
orion   053515.62-052402.9  83.8150864  -5.4008269
orion   053515.66-052510.3  83.8152847  -5.4195452
orion   053515.67-052533.2  83.8153305  -5.4258928
orion   053515.61-053445.0  83.8150787  -5.5791941
orion   053515.79-051947.3  83.8158035  -5.3298059
orion   053515.76-052139.7  83.8157043  -5.3610420
orion   053515.77-052309.8  83.8157425  -5.3860688
orion   053515.73-052322.5  83.8155746  -5.3895850
orion   053515.77-052338.2  83.8157120  -5.3939471
orion   053515.76-052411.5  83.8157043  -5.4032059
orion   053515.78-052424.6  83.8157654  -5.4068599
orion   053515.72-052628.4  83.8155212  -5.4412241
orion   053515.70-052815.6  83.8154297  -5.4710021
orion   053515.88-052040.3  83.8161850  -5.3445520
orion   053515.88-052233.1  83.8161926  -5.3758850
orion   053515.84-052245.8  83.8160172  -5.3793988
orion   053515.88-052301.9  83.8161774  -5.3838668
orion   053515.81-052311.8  83.8159027  -5.3866382
orion   053515.83-052314.1  83.8159637  -5.3872662
orion   053515.84-052322.3  83.8160248  -5.3895440
orion   053515.85-052325.5  83.8160553  -5.3904171
orion   053515.85-052457.2  83.8160706  -5.4159021
orion   053515.89-052852.8  83.8162308  -5.4813609
orion   053515.84-053005.4  83.8160248  -5.5015092
orion   053515.81-053312.0  83.8159027  -5.5533590
orion   053515.96-051459.0  83.8165283  -5.2497492
orion   053515.98-051657.5  83.8165894  -5.2826638
orion   053515.98-052200.5  83.8165970  -5.3668160
orion   053515.94-052221.0  83.8164520  -5.3725061
orion   053515.96-052349.8  83.8165131  -5.3971691
orion   053516.04-051944.6  83.8168716  -5.3290672
orion   053516.07-052036.2  83.8169861  -5.3433900
orion   053516.00-052109.8  83.8166962  -5.3527241
orion   053516.00-052146.9  83.8167038  -5.3630409
orion   053516.00-052153.0  83.8166885  -5.3647342
orion   053516.08-052254.0  83.8170242  -5.3816772
orion   053516.08-052306.9  83.8170090  -5.3852668
orion   053516.01-052352.9  83.8167191  -5.3980298
orion   053516.07-052353.3  83.8169632  -5.3981500
orion   053516.09-052411.3  83.8170624  -5.4031601
orion   053516.04-052551.1  83.8168335  -5.4308639
orion   053516.14-051547.9  83.8172836  -5.2633071
orion   053516.19-052110.8  83.8174896  -5.3530102
orion   053516.19-052237.4  83.8174820  -5.3770719
orion   053516.15-052255.2  83.8173218  -5.3820100
orion   053516.14-052306.7  83.8172684  -5.3852201
orion   053516.11-052314.1  83.8171616  -5.3872581
orion   053516.10-052322.9  83.8171234  -5.3897061
orion   053516.28-052109.0  83.8178482  -5.3525219
orion   053516.20-052132.2  83.8175049  -5.3589630
orion   053516.28-052210.4  83.8178406  -5.3695631
orion   053516.23-052224.1  83.8176422  -5.3733869
orion   053516.29-052316.5  83.8178787  -5.3879242
orion   053516.24-052319.0  83.8177032  -5.3886151
orion   053516.20-052456.2  83.8175278  -5.4156318
orion   053516.25-052833.8  83.8177414  -5.4760561
orion   053516.27-053100.5  83.8178253  -5.5168128
orion   053516.20-053200.9  83.8175354  -5.5336061
orion   053516.34-051538.2  83.8181229  -5.2606182
orion   053516.32-051744.8  83.8180389  -5.2957811
orion   053516.31-052025.2  83.8179703  -5.3403478
orion   053516.30-052044.0  83.8179245  -5.3455701
orion   053516.38-052150.6  83.8182831  -5.3640571
orion   053516.38-052403.2  83.8182602  -5.4009018
orion   053516.38-052437.1  83.8182678  -5.4103241
orion   053516.36-052509.7  83.8182068  -5.4193649
orion   053516.36-052932.7  83.8181686  -5.4924169
orion   053516.42-052212.1  83.8184204  -5.3700399
orion   053516.49-052235.0  83.8187408  -5.3764138
orion   053516.49-052256.5  83.8187103  -5.3823690
orion   053516.47-052322.8  83.8186646  -5.3896790
orion   053516.53-051747.5  83.8189011  -5.2965298
orion   053516.56-052054.3  83.8190002  -5.3484421
orion   053516.59-052115.4  83.8191299  -5.3543048
orion   053516.58-052517.8  83.8191071  -5.4216170
orion   053516.63-051723.5  83.8193054  -5.2898788
orion   053516.61-051935.6  83.8192368  -5.3265691
orion   053516.62-052316.0  83.8192825  -5.3877850
orion   053516.64-053247.4  83.8193588  -5.5465102
orion   053516.76-051716.3  83.8198395  -5.2878699
orion   053516.73-052019.9  83.8197403  -5.3388710
orion   053516.76-052158.4  83.8198624  -5.3662448
orion   053516.74-052231.2  83.8197556  -5.3753371
orion   053516.75-052316.3  83.8198166  -5.3878851
orion   053516.77-052328.0  83.8198929  -5.3911219
orion   053516.77-052404.1  83.8198929  -5.4011588
orion   053516.75-052837.2  83.8197937  -5.4770160
orion   053516.80-051653.4  83.8200073  -5.2815218
orion   053516.80-051901.0  83.8200378  -5.3169708
orion   053516.89-052222.4  83.8204041  -5.3728900
orion   053516.88-052307.0  83.8203430  -5.3852868
orion   053516.82-052342.2  83.8200912  -5.3950672
orion   053516.89-053055.5  83.8203812  -5.5154300
orion   053516.93-051702.9  83.8205490  -5.2841649
orion   053516.92-051841.0  83.8205185  -5.3114090
orion   053516.96-052059.8  83.8206711  -5.3499560
orion   053516.97-052129.4  83.8207169  -5.3581800
orion   053516.93-052209.7  83.8205566  -5.3693790
orion   053516.94-052220.5  83.8206177  -5.3723760
orion   053516.92-052235.2  83.8205109  -5.3764458
orion   053516.97-052248.4  83.8207397  -5.3801231
orion   053516.98-052300.9  83.8207626  -5.3835840
orion   053516.98-052337.0  83.8207779  -5.3936329
orion   053516.95-052547.0  83.8206406  -5.4297500
orion   053516.92-052708.8  83.8205338  -5.4524479
orion   053516.99-053246.0  83.8207932  -5.5461178
orion   053517.03-051544.5  83.8209763  -5.2623701
orion   053517.02-052011.9  83.8209457  -5.3366532
orion   053517.07-052123.4  83.8211288  -5.3565211
orion   053517.01-052232.9  83.8208847  -5.3758311
orion   053517.07-052334.0  83.8211288  -5.3927789
orion   053517.06-052339.7  83.8211136  -5.3943701
orion   053517.07-052858.2  83.8211365  -5.4828391
orion   053517.12-051813.7  83.8213730  -5.3038230
orion   053517.15-051900.9  83.8214645  -5.3169341
orion   053517.12-052129.4  83.8213730  -5.3581810
orion   053517.12-052250.0  83.8213425  -5.3805652
orion   053517.12-052458.7  83.8213654  -5.4163132
orion   053517.16-052645.5  83.8215179  -5.4459949
orion   053517.23-052027.6  83.8218231  -5.3410101
orion   053517.22-052131.6  83.8217773  -5.3587971
orion   053517.26-052316.5  83.8219299  -5.3879299
orion   053517.27-052424.1  83.8219986  -5.4067192
orion   053517.37-052014.7  83.8224030  -5.3374410
orion   053517.31-052051.2  83.8221588  -5.3475800
orion   053517.39-052203.6  83.8224792  -5.3676691
orion   053517.36-052235.7  83.8223343  -5.3766041
orion   053517.37-052245.7  83.8224106  -5.3793612
orion   053517.37-052304.8  83.8224106  -5.3846812
orion   053517.38-052400.2  83.8224335  -5.4000702
orion   053517.37-052544.7  83.8223953  -5.4291029
orion   053517.37-053046.3  83.8224030  -5.5128880
orion   053517.42-051656.6  83.8226013  -5.2823920
orion   053517.48-052251.3  83.8228531  -5.3809190
orion   053517.47-052321.0  83.8227997  -5.3891759
orion   053517.42-052341.6  83.8225861  -5.3949070
orion   053517.40-052413.9  83.8225098  -5.4038749
orion   053517.48-052417.3  83.8228531  -5.4048100
orion   053517.44-053025.1  83.8226776  -5.5069952
orion   053517.43-053216.5  83.8226318  -5.5379362
orion   053517.53-051740.2  83.8230515  -5.2945180
orion   053517.49-051822.5  83.8229141  -5.3062510
orion   053517.57-051832.3  83.8232117  -5.3089838
orion   053517.54-051929.1  83.8231125  -5.3247690
orion   053517.50-052106.1  83.8229523  -5.3517022
orion   053517.55-052145.4  83.8231430  -5.3626380
orion   053517.54-052200.1  83.8231125  -5.3667150
orion   053517.56-052256.7  83.8231964  -5.3824401
orion   053517.55-052542.7  83.8231506  -5.4285498
orion   053517.61-052153.7  83.8234024  -5.3649411
orion   053517.65-052207.8  83.8235703  -5.3688540
orion   053517.61-052212.4  83.8234024  -5.3701129
orion   053517.69-053202.0  83.8237381  -5.5338950
orion   053517.76-051928.3  83.8240280  -5.3245502
orion   053517.76-052230.8  83.8240051  -5.3752389
orion   053517.73-052314.8  83.8238983  -5.3874502
orion   053517.77-052342.5  83.8240509  -5.3951578
orion   053517.78-052344.1  83.8241196  -5.3956051
orion   053517.70-052454.1  83.8237534  -5.4150300
orion   053517.89-051835.4  83.8245773  -5.3098521
orion   053517.85-052053.9  83.8243942  -5.3483329
orion   053517.88-052202.8  83.8245087  -5.3674598
orion   053517.83-052219.5  83.8243179  -5.3721018
orion   053517.87-052303.0  83.8244781  -5.3841910
orion   053517.82-052315.5  83.8242874  -5.3876581
orion   053517.82-052430.5  83.8242874  -5.4084978
orion   053517.81-052441.0  83.8242493  -5.4114151
orion   053517.88-053041.2  83.8245316  -5.5114698
orion   053517.92-051532.9  83.8246994  -5.2591400
orion   053517.99-051538.9  83.8249817  -5.2608061
orion   053517.99-051644.9  83.8249664  -5.2791448
orion   053517.95-052245.4  83.8248138  -5.3792839
orion   053517.97-052335.4  83.8248978  -5.3931789
orion   053517.93-052506.5  83.8247147  -5.4184928
orion   053517.95-052521.2  83.8247986  -5.4225678
orion   053517.95-052534.0  83.8248138  -5.4261141
orion   053517.98-052650.6  83.8249435  -5.4474058
orion   053518.00-051613.7  83.8250046  -5.2704968
orion   053518.00-052055.7  83.8250275  -5.3488212
orion   053518.03-052205.3  83.8251419  -5.3681488
orion   053518.07-052401.1  83.8253250  -5.4003201
orion   053518.04-052403.1  83.8251953  -5.4008708
orion   053518.01-052934.5  83.8250427  -5.4929428
orion   053518.00-053031.7  83.8250198  -5.5088239
orion   053518.11-051546.4  83.8254623  -5.2628999
orion   053518.11-052825.0  83.8254852  -5.4736319
orion   053518.24-051306.7  83.8260269  -5.2185469
orion   053518.22-051722.0  83.8259583  -5.2894511
orion   053518.24-051745.1  83.8260040  -5.2958741
orion   053518.20-052033.1  83.8258743  -5.3425312
orion   053518.23-052206.1  83.8259964  -5.3683729
orion   053518.28-052307.3  83.8261795  -5.3853889
orion   053518.24-052315.5  83.8260345  -5.3876519
orion   053518.20-052335.8  83.8258743  -5.3932872
orion   053518.22-052430.2  83.8259430  -5.4084082
orion   053518.27-052953.8  83.8261337  -5.4982948
orion   053518.37-052016.3  83.8265686  -5.3378868
orion   053518.39-052020.3  83.8266449  -5.3389730
orion   053518.37-052237.4  83.8265762  -5.3770580
orion   053518.33-052404.8  83.8264160  -5.4013548
orion   053518.38-052426.8  83.8265915  -5.4074488
orion   053518.30-052757.0  83.8262558  -5.4658518
orion   053518.30-052846.2  83.8262711  -5.4795051
orion   053518.31-053141.9  83.8263245  -5.5283251
orion   053518.47-051637.8  83.8269806  -5.2771940
orion   053518.47-052407.1  83.8269730  -5.4019809
orion   053518.54-051820.5  83.8272781  -5.3056951
orion   053518.52-052042.7  83.8271942  -5.3451982
orion   053518.59-052147.6  83.8274765  -5.3632269
orion   053518.54-052150.0  83.8272552  -5.3638978
orion   053518.50-052329.1  83.8271103  -5.3914442
orion   053518.59-052624.7  83.8274689  -5.4402189
orion   053518.60-051635.3  83.8275375  -5.2764802
orion   053518.63-051835.0  83.8276596  -5.3097401
orion   053518.68-051905.4  83.8278503  -5.3181858
orion   053518.67-052033.7  83.8278122  -5.3427010
orion   053518.67-052313.9  83.8277969  -5.3871970
orion   053518.71-051518.0  83.8279953  -5.2550182
orion   053518.78-051802.6  83.8282623  -5.3007231
orion   053518.74-051938.0  83.8281021  -5.3272471
orion   053518.76-052202.0  83.8281860  -5.3672452
orion   053518.71-052256.8  83.8279648  -5.3824449
orion   053518.85-051445.7  83.8285446  -5.2460299
orion   053518.81-051729.1  83.8283997  -5.2914319
orion   053518.88-052030.9  83.8286819  -5.3419399
orion   053518.86-052141.1  83.8286057  -5.3614330
orion   053518.84-052222.9  83.8285294  -5.3730412
orion   053518.87-052307.0  83.8286591  -5.3852830
orion   053518.88-052328.8  83.8286667  -5.3913488
orion   053518.89-052417.4  83.8287354  -5.4048481
orion   053518.91-051614.0  83.8287964  -5.2705822
orion   053518.92-051751.5  83.8288727  -5.2976441
orion   053518.93-051903.1  83.8288803  -5.3175521
orion   053518.96-052052.1  83.8290024  -5.3478212
orion   053518.96-052107.7  83.8290329  -5.3521399
orion   053518.95-052218.7  83.8289948  -5.3718672
orion   053518.97-052321.9  83.8290558  -5.3894291
orion   053519.07-052349.7  83.8294754  -5.3971400
orion   053519.03-052502.9  83.8293152  -5.4174948
orion   053519.00-052822.3  83.8291702  -5.4728718
orion   053519.14-052035.7  83.8297729  -5.3432698
orion   053519.16-052143.5  83.8298340  -5.3621082
orion   053519.12-052327.0  83.8297043  -5.3908410
orion   053519.21-052250.6  83.8300781  -5.3807402
orion   053519.24-052732.2  83.8302002  -5.4589720
orion   053519.21-053103.3  83.8300781  -5.5176039
orion   053519.32-051644.9  83.8305359  -5.2791600
orion   053519.36-051719.3  83.8306885  -5.2887149
orion   053519.31-052007.7  83.8304596  -5.3354998
orion   053519.38-052306.4  83.8307800  -5.3851309
orion   053519.39-052542.3  83.8308182  -5.4284382
orion   053519.50-051608.1  83.8312912  -5.2689338
orion   053519.57-051703.4  83.8315582  -5.2842798
orion   053519.50-052104.4  83.8312912  -5.3512368
orion   053519.54-052149.1  83.8314438  -5.3636432
orion   053519.58-052735.6  83.8316193  -5.4599161
orion   053519.55-053158.5  83.8314819  -5.5329218
orion   053519.67-051326.6  83.8319626  -5.2240829
orion   053519.61-052001.7  83.8317337  -5.3338299
orion   053519.63-052303.5  83.8318100  -5.3843298
orion   053519.61-052357.3  83.8317413  -5.3992572
orion   053519.66-052426.6  83.8319397  -5.4073930
orion   053519.79-051405.3  83.8324966  -5.2348199
orion   053519.71-051930.2  83.8321457  -5.3250599
orion   053519.74-052029.5  83.8322525  -5.3415442
orion   053519.76-052110.6  83.8323441  -5.3529658
orion   053519.88-051508.4  83.8328552  -5.2523351
orion   053519.81-051535.3  83.8325500  -5.2598200
orion   053519.82-052221.5  83.8326035  -5.3726602
orion   053519.84-052447.9  83.8326950  -5.4133101
orion   053519.87-053032.2  83.8328018  -5.5089598
orion   053519.80-053037.6  83.8325119  -5.5104499
orion   053519.98-051846.5  83.8332825  -5.3129220
orion   053519.96-052154.0  83.8331909  -5.3650012
orion   053519.97-052232.8  83.8332443  -5.3757992
orion   053519.92-053103.3  83.8330231  -5.5176110
orion   053519.96-053353.5  83.8331680  -5.5648870
orion   053520.01-051250.3  83.8333817  -5.2139821
orion   053520.09-051958.9  83.8337326  -5.3330441
orion   053520.02-052038.5  83.8334427  -5.3440471
orion   053520.09-052043.8  83.8337097  -5.3455229
orion   053520.05-052105.9  83.8335800  -5.3516412
orion   053520.03-052226.3  83.8334808  -5.3739972
orion   053520.06-052514.2  83.8335953  -5.4206238
orion   053520.03-052522.3  83.8334808  -5.4228702
orion   053520.04-052537.6  83.8335342  -5.4271340
orion   053520.04-052912.2  83.8335037  -5.4867401
orion   053520.10-051221.0  83.8337784  -5.2058382
orion   053520.15-051315.9  83.8339996  -5.2210860
orion   053520.17-051944.3  83.8340454  -5.3289852
orion   053520.14-052133.6  83.8339310  -5.3593502
orion   053520.16-052228.2  83.8340225  -5.3745098
orion   053520.18-052308.4  83.8340836  -5.3856878
orion   053520.13-052604.1  83.8339081  -5.4344969
orion   053520.17-052639.1  83.8340530  -5.4441972
orion   053520.18-052841.7  83.8341217  -5.4782701
orion   053520.25-051359.6  83.8343887  -5.2332382
orion   053520.23-052056.8  83.8343048  -5.3491249
orion   053520.27-052503.9  83.8344803  -5.4177561
orion   053520.29-053216.9  83.8345795  -5.5380502
orion   053520.31-051957.8  83.8346634  -5.3327332
orion   053520.35-052617.4  83.8348312  -5.4381819
orion   053520.31-053039.5  83.8346329  -5.5109811
orion   053520.43-051714.4  83.8351288  -5.2873402
orion   053520.48-051932.9  83.8353577  -5.3258071
orion   053520.40-052213.6  83.8350220  -5.3704491
orion   053520.46-052329.8  83.8352890  -5.3916202
orion   053520.48-052910.8  83.8353348  -5.4863448
orion   053520.57-052043.1  83.8357468  -5.3453169
