Title: The Spatial Structure of Young Stellar Clusters. I. Subclusters 
Authors: Kuhn M.A., Feigelson E.D., Getman K.V., Baddeley A.J., Broos P.S., 
         Sills A., Bate M.R., Povich M.S., Luhman K.L., Busk H.A., Naylor T., 
         King R.R. 
Table: Star Positions in the Statistical Sample
================================================================================
Byte-by-byte Description of file: stars_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units Label        Explanations
--------------------------------------------------------------------------------
   1-  7 A7     ---   target       MYStIX region name
   9- 26 A18    ---   designation  MPCM source designation (1)
  28- 38 F11.7  deg   RAdeg        Right Ascension in decimal degrees (J2000)
  40- 50 F11.7  deg   DEdeg        Declination in decimal degrees (J2000)
--------------------------------------------------------------------------------
Note (1): MPCM are MYStIX Probable Complex Members, which are defined by 
          Broos et al. (2013).
--------------------------------------------------------------------------------
dr21    203850.83+421850.5 309.7118138  42.3140497
dr21    203850.95+421322.8 309.7123191  42.2230180
dr21    203850.96+422511.9 309.7123425  42.4199834
dr21    203851.60+421843.5 309.7150415  42.3120841
dr21    203851.91+422725.5 309.7163239  42.4570868
dr21    203851.93+421835.2 309.7164009  42.3097781
dr21    203852.01+422131.7 309.7167361  42.3588285
dr21    203852.14+421313.3 309.7172804  42.2203816
dr21    203852.73+422418.6 309.7197493  42.4051811
dr21    203852.90+422753.8 309.7204279  42.4649568
dr21    203853.18+422754.3 309.7216011  42.4651002
dr21    203853.37+421909.6 309.7223877  42.3193602
dr21    203853.40+422032.5 309.7225185  42.3423837
dr21    203853.41+421842.1 309.7225554  42.3117088
dr21    203853.58+421719.7 309.7232507  42.2888092
dr21    203854.18+422312.6 309.7257805  42.3868344
dr21    203854.64+421945.4 309.7277048  42.3292971
dr21    203854.75+421912.9 309.7281398  42.3202597
dr21    203855.00+421913.8 309.7291821  42.3205259
dr21    203855.09+422359.8 309.7295461  42.3999567
dr21    203855.54+422351.3 309.7314289  42.3975947
dr21    203855.56+422713.9 309.7315291  42.4538747
dr21    203855.83+422335.6 309.7326454  42.3932415
dr21    203855.91+421922.2 309.7329603  42.3228578
dr21    203856.03+421735.7 309.7334908  42.2932732
dr21    203856.78+422400.2 309.7366059  42.4000701
dr21    203857.19+421750.4 309.7382971  42.2973392
dr21    203857.27+421832.9 309.7386293  42.3091550
dr21    203857.27+421420.4 309.7386633  42.2390010
dr21    203857.43+421755.4 309.7393277  42.2987455
dr21    203857.58+422143.9 309.7399244  42.3622064
dr21    203857.88+422652.6 309.7411875  42.4479504
dr21    203857.98+422543.3 309.7416007  42.4286970
dr21    203858.02+421552.9 309.7417694  42.2647122
dr21    203858.27+421320.3 309.7428155  42.2223111
dr21    203858.29+421946.7 309.7428868  42.3296434
dr21    203858.31+422454.3 309.7429715  42.4150865
dr21    203858.33+422225.5 309.7430473  42.3737532
dr21    203858.37+421743.4 309.7432135  42.2954101
dr21    203858.38+422142.8 309.7432902  42.3619011
dr21    203858.42+422217.0 309.7434185  42.3714143
dr21    203858.42+421738.4 309.7434539  42.2940143
dr21    203858.74+421830.7 309.7447599  42.3085287
dr21    203858.92+421758.4 309.7455178  42.2995588
dr21    203859.06+422124.4 309.7460971  42.3567977
dr21    203859.16+422338.6 309.7465009  42.3940694
dr21    203859.19+421924.5 309.7466352  42.3234769
dr21    203859.19+422443.0 309.7466533  42.4119586
dr21    203859.30+422718.5 309.7471065  42.4551479
dr21    203859.31+422252.3 309.7471381  42.3812004
dr21    203859.41+422031.0 309.7475616  42.3419483
dr21    203859.46+422628.8 309.7477585  42.4413388
dr21    203859.56+422333.4 309.7481790  42.3926287
dr21    203859.57+422431.8 309.7482166  42.4088447
dr21    203859.64+421833.7 309.7485147  42.3093743
dr21    203859.67+422227.9 309.7486501  42.3744368
dr21    203859.76+422317.1 309.7490314  42.3880901
dr21    203859.78+421854.5 309.7490898  42.3151580
dr21    203859.84+421841.9 309.7493711  42.3116478
dr21    203900.01+422238.9 309.7500434  42.3774902
dr21    203900.01+421928.7 309.7500437  42.3246450
dr21    203900.04+421427.0 309.7502003  42.2408595
dr21    203900.05+421848.8 309.7502499  42.3135812
dr21    203900.11+422509.3 309.7504929  42.4192596
dr21    203900.23+422354.8 309.7509941  42.3985814
dr21    203900.25+422201.5 309.7510742  42.3671062
dr21    203900.28+422448.3 309.7511896  42.4134362
dr21    203900.29+422020.9 309.7512297  42.3391403
dr21    203900.29+422225.5 309.7512425  42.3737630
dr21    203900.50+422616.2 309.7520845  42.4378599
dr21    203900.50+422223.4 309.7520924  42.3731685
dr21    203900.50+422333.9 309.7521157  42.3927568
dr21    203900.50+422159.1 309.7521206  42.3664382
dr21    203900.54+421843.1 309.7522889  42.3119976
dr21    203900.69+422544.5 309.7528832  42.4290436
dr21    203900.71+422238.3 309.7529623  42.3773120
dr21    203900.73+422824.1 309.7530773  42.4733769
dr21    203900.75+422431.6 309.7531514  42.4087992
dr21    203900.81+421930.5 309.7533945  42.3251655
dr21    203900.85+421745.4 309.7535774  42.2959613
dr21    203901.21+421953.9 309.7550431  42.3316390
dr21    203901.28+421914.5 309.7553586  42.3207143
dr21    203901.33+421839.3 309.7555549  42.3109406
dr21    203901.40+421809.6 309.7558346  42.3026942
dr21    203901.49+422226.8 309.7562099  42.3741131
dr21    203901.52+422620.0 309.7563430  42.4389034
dr21    203901.62+422351.7 309.7567724  42.3977053
dr21    203901.67+422445.2 309.7569990  42.4125559
dr21    203901.77+422214.3 309.7573798  42.3706540
dr21    203901.81+421810.7 309.7575585  42.3029770
dr21    203901.83+421837.8 309.7576369  42.3105166
dr21    203901.90+421308.1 309.7579548  42.2189234
dr21    203901.92+422628.8 309.7580140  42.4413346
dr21    203901.92+422459.5 309.7580410  42.4165520
dr21    203902.09+422258.1 309.7587144  42.3828241
dr21    203902.13+422159.1 309.7588906  42.3664223
dr21    203902.14+421839.0 309.7589371  42.3108506
dr21    203902.28+422350.5 309.7595357  42.3973761
dr21    203902.32+421815.1 309.7596798  42.3042187
dr21    203902.33+421844.4 309.7597423  42.3123344
dr21    203902.43+422507.6 309.7601505  42.4187978
dr21    203902.45+421703.9 309.7602295  42.2844299
dr21    203902.46+422229.6 309.7602766  42.3749099
dr21    203902.48+422304.0 309.7603702  42.3844694
dr21    203902.49+422251.4 309.7603995  42.3809631
dr21    203902.54+422241.3 309.7606119  42.3781594
dr21    203902.55+422551.2 309.7606646  42.4309161
dr21    203902.61+422452.6 309.7609074  42.4146279
dr21    203902.70+421354.7 309.7612561  42.2318783
dr21    203902.77+422200.3 309.7615783  42.3667777
dr21    203902.82+422302.1 309.7617517  42.3839267
dr21    203902.86+422448.2 309.7619303  42.4133940
dr21    203902.91+422152.2 309.7621582  42.3645091
dr21    203902.91+421656.4 309.7621630  42.2823509
dr21    203902.92+421755.0 309.7621863  42.2986152
dr21    203902.93+422226.4 309.7622216  42.3740229
dr21    203902.96+422552.5 309.7623712  42.4312610
dr21    203902.97+422138.9 309.7624015  42.3608312
dr21    203903.04+422627.8 309.7626908  42.4410707
dr21    203903.07+422325.3 309.7628090  42.3903707
dr21    203903.10+422547.4 309.7629555  42.4298344
dr21    203903.15+422602.7 309.7631400  42.4340891
dr21    203903.30+422330.5 309.7637772  42.3918133
dr21    203903.31+422135.9 309.7638054  42.3599983
dr21    203903.34+421654.2 309.7639495  42.2817411
dr21    203903.35+422552.6 309.7639679  42.4313027
dr21    203903.36+422120.4 309.7640097  42.3556746
dr21    203903.40+422231.5 309.7641989  42.3754357
dr21    203903.41+422512.2 309.7642487  42.4200823
dr21    203903.45+422259.4 309.7643973  42.3831723
dr21    203903.48+421318.1 309.7645353  42.2217146
dr21    203903.59+422518.5 309.7649994  42.4218245
dr21    203903.65+422529.8 309.7652495  42.4249586
dr21    203903.71+422550.2 309.7654705  42.4306291
dr21    203903.87+422452.4 309.7661623  42.4145774
dr21    203903.96+422030.3 309.7665359  42.3417707
dr21    203903.96+422223.7 309.7665372  42.3732675
dr21    203903.99+422311.6 309.7666303  42.3865571
dr21    203904.00+422607.9 309.7666780  42.4355398
dr21    203904.02+421322.0 309.7667869  42.2228052
dr21    203904.05+422302.8 309.7668829  42.3841211
dr21    203904.11+421652.4 309.7671350  42.2812323
dr21    203904.31+421657.6 309.7679854  42.2826778
dr21    203904.35+422546.9 309.7681457  42.4297203
dr21    203904.46+421509.5 309.7685979  42.2526461
dr21    203904.54+422146.4 309.7689540  42.3628905
dr21    203904.56+422515.0 309.7690091  42.4208534
dr21    203904.57+422524.5 309.7690764  42.4234990
dr21    203904.63+422059.0 309.7692981  42.3497435
dr21    203904.81+422508.6 309.7700539  42.4190653
dr21    203904.92+422208.5 309.7705084  42.3690406
dr21    203905.03+421538.8 309.7709995  42.2607836
dr21    203905.05+422102.1 309.7710451  42.3506059
dr21    203905.10+421437.2 309.7712780  42.2436789
dr21    203905.38+422552.9 309.7724562  42.4313889
dr21    203905.40+422326.1 309.7725042  42.3905896
dr21    203905.47+422510.6 309.7728252  42.4196137
dr21    203905.53+422152.3 309.7730702  42.3645405
dr21    203905.57+422433.6 309.7732153  42.4093385
dr21    203905.59+421349.9 309.7733333  42.2305423
dr21    203905.61+422037.6 309.7734133  42.3437832
dr21    203905.78+422028.2 309.7741014  42.3411758
dr21    203905.80+422502.5 309.7741996  42.4173870
dr21    203905.81+422609.0 309.7742106  42.4358393
dr21    203905.86+422129.1 309.7744347  42.3580977
dr21    203905.88+422604.4 309.7745340  42.4345727
dr21    203905.94+422113.6 309.7747818  42.3537808
dr21    203905.96+421902.1 309.7748748  42.3172511
dr21    203905.99+421635.8 309.7749954  42.2766229
dr21    203906.12+422206.0 309.7755175  42.3683455
dr21    203906.16+422311.2 309.7757057  42.3864585
dr21    203906.44+422514.5 309.7768589  42.4207203
dr21    203906.50+422130.7 309.7770963  42.3585428
dr21    203906.50+421410.3 309.7771096  42.2362109
dr21    203906.72+422317.0 309.7780168  42.3880604
dr21    203906.96+422520.7 309.7790157  42.4224354
dr21    203907.03+422131.6 309.7793301  42.3587893
dr21    203907.61+422202.8 309.7817284  42.3674607
dr21    203907.76+422027.3 309.7823457  42.3409390
dr21    203907.80+422135.9 309.7825224  42.3599922
dr21    203907.95+421507.7 309.7831284  42.2521620
dr21    203907.96+422431.6 309.7831950  42.4087922
dr21    203908.14+421405.9 309.7839373  42.2349810
dr21    203908.26+422139.9 309.7844385  42.3610991
dr21    203908.37+422540.3 309.7849114  42.4278811
dr21    203908.52+421755.8 309.7855288  42.2988486
dr21    203908.80+422017.7 309.7866932  42.3382606
dr21    203909.08+422511.0 309.7878580  42.4197236
dr21    203909.09+422123.9 309.7879039  42.3566655
dr21    203909.44+422426.9 309.7893388  42.4074936
dr21    203909.49+421527.9 309.7895760  42.2577770
dr21    203909.83+422144.1 309.7909951  42.3622731
dr21    203910.47+422407.3 309.7936639  42.4020450
dr21    203910.58+421703.6 309.7940949  42.2843358
dr21    203910.70+422241.9 309.7945883  42.3783209
dr21    203910.92+422034.1 309.7955185  42.3428224
dr21    203911.21+422056.7 309.7967333  42.3491029
dr21    203911.39+422033.7 309.7974762  42.3427207
dr21    203911.74+422013.1 309.7989535  42.3369807
dr21    203911.92+421711.7 309.7996701  42.2865912
dr21    203912.08+421845.7 309.8003504  42.3126966
dr21    203912.10+422930.2 309.8004176  42.4917312
dr21    203912.48+421358.0 309.8020233  42.2327882
dr21    203912.53+421335.1 309.8022404  42.2264262
dr21    203912.67+422054.8 309.8027929  42.3485662
dr21    203912.68+421604.9 309.8028496  42.2680369
dr21    203912.96+422603.0 309.8040098  42.4341829
dr21    203913.52+422130.4 309.8063569  42.3584557
dr21    203913.60+422032.7 309.8066776  42.3424186
dr21    203913.73+422029.0 309.8072361  42.3413960
dr21    203913.91+422811.3 309.8079677  42.4698279
dr21    203914.25+421542.3 309.8093921  42.2617636
dr21    203914.37+421911.1 309.8099111  42.3197755
dr21    203914.41+422616.6 309.8100521  42.4379582
dr21    203914.66+421619.4 309.8111151  42.2720659
dr21    203914.75+422841.4 309.8114756  42.4781777
dr21    203915.14+422114.3 309.8130896  42.3539829
dr21    203915.28+421753.4 309.8136795  42.2981760
dr21    203915.46+421316.7 309.8144377  42.2213107
dr21    203915.95+422433.7 309.8164953  42.4093649
dr21    203916.01+421356.3 309.8167169  42.2323305
dr21    203916.05+421333.3 309.8168997  42.2259367
dr21    203916.21+422144.0 309.8175542  42.3622407
dr21    203916.58+421713.1 309.8191205  42.2869950
dr21    203916.59+421337.9 309.8191579  42.2272122
dr21    203916.64+422836.9 309.8193376  42.4769296
dr21    203916.66+421609.4 309.8194233  42.2693018
dr21    203916.80+421344.3 309.8200083  42.2289853
dr21    203918.64+422827.5 309.8276913  42.4743309
dr21    203919.24+422514.2 309.8301669  42.4206267
dr21    203919.76+421308.3 309.8323386  42.2189887
dr21    203920.26+422008.4 309.8344470  42.3356901
dr21    203920.27+422447.8 309.8344877  42.4132866
dr21    203921.55+422516.3 309.8398294  42.4212143
dr21    203921.82+422628.0 309.8409336  42.4411257
dr21    203921.85+422131.6 309.8410511  42.3587957
dr21    203921.86+422025.4 309.8411158  42.3404025
dr21    203921.99+421435.5 309.8416435  42.2431998
dr21    203922.79+421657.6 309.8449710  42.2826755
dr21    203923.37+422037.3 309.8473985  42.3437077
dr21    203924.06+422531.8 309.8502538  42.4255048
dr21    203924.41+422238.2 309.8517314  42.3772964
dr21    203924.96+421954.9 309.8540348  42.3319209
dr21    203925.76+421514.7 309.8573726  42.2540909
dr21    203925.96+421806.9 309.8582071  42.3019240
dr21    203926.08+421729.6 309.8586944  42.2915593
dr21    203926.18+422053.6 309.8591106  42.3482303
dr21    203926.23+421638.5 309.8593300  42.2773652
dr21    203929.14+422324.5 309.8714530  42.3901520
dr21    203930.70+421258.0 309.8779383  42.2161351
dr21    203931.85+421400.6 309.8827284  42.2335001
dr21    203932.37+422122.3 309.8849017  42.3561954
dr21    203933.00+422438.3 309.8875297  42.4106528
dr21    203933.81+421732.7 309.8908760  42.2924216
dr21    203934.44+421537.7 309.8935399  42.2604823
dr21    203935.79+422302.7 309.8991342  42.3840971
dr21    203936.86+421706.5 309.9036010  42.2851581
dr21    203940.77+422152.1 309.9199141  42.3644935
dr21    203940.88+421530.8 309.9203468  42.2585575
dr21    203941.50+421345.0 309.9229262  42.2291922
dr21    203942.94+421429.8 309.9289334  42.2416300
dr21    203943.63+421856.1 309.9318063  42.3155882
dr21    203944.93+422106.0 309.9372097  42.3516686
dr21    203945.30+421857.3 309.9387664  42.3159301
dr21    203950.00+421848.3 309.9583369  42.3134334
dr21    203951.74+421713.0 309.9655961  42.2869711
dr21    203952.14+421813.7 309.9672667  42.3038164
dr21    203955.35+421633.0 309.9806255  42.2758429
rcw38   085821.22-473107.8 134.5884420 -47.5188520
rcw38   085823.82-473001.6 134.5992620 -47.5004580
rcw38   085827.49-473008.7 134.6145730 -47.5024410
rcw38   085829.85-472823.0 134.6243880 -47.4730680
rcw38   085830.94-473219.5 134.6289270 -47.5387760
rcw38   085831.45-472807.9 134.6310680 -47.4688680
rcw38   085833.20-473155.1 134.6383380 -47.5319740
rcw38   085834.63-472816.4 134.6443130 -47.4712300
rcw38   085835.20-472900.7 134.6466700 -47.4835470
rcw38   085836.16-473135.7 134.6506730 -47.5266000
rcw38   085836.37-473251.7 134.6515710 -47.5477100
rcw38   085837.83-473114.1 134.6576440 -47.5205840
rcw38   085838.15-473313.7 134.6589960 -47.5538140
rcw38   085838.86-473454.2 134.6619330 -47.5817260
rcw38   085839.69-473127.1 134.6653850 -47.5242000
rcw38   085841.58-472834.9 134.6732560 -47.4763760
rcw38   085841.82-472626.8 134.6742690 -47.4407950
rcw38   085842.58-473156.6 134.6774340 -47.5324130
rcw38   085842.68-473015.4 134.6778420 -47.5042990
rcw38   085843.30-473454.3 134.6804355 -47.5817547
rcw38   085843.41-473251.3 134.6808940 -47.5475880
rcw38   085843.51-472934.3 134.6812960 -47.4928670
rcw38   085843.69-472645.7 134.6820570 -47.4460440
rcw38   085843.88-472856.8 134.6828460 -47.4824600
rcw38   085844.19-473440.9 134.6841368 -47.5780514
rcw38   085844.39-473253.2 134.6849800 -47.5481380
rcw38   085845.55-472806.5 134.6898020 -47.4684870
rcw38   085845.70-472933.3 134.6904430 -47.4925860
rcw38   085846.68-473035.7 134.6945370 -47.5099260
rcw38   085846.89-473314.5 134.6953940 -47.5540280
rcw38   085847.25-473152.6 134.6968980 -47.5313020
rcw38   085847.52-473323.1 134.6980109 -47.5564306
rcw38   085847.72-472816.5 134.6988730 -47.4712740
rcw38   085848.63-473221.3 134.7026360 -47.5392760
rcw38   085848.80-473215.9 134.7033630 -47.5377660
rcw38   085849.10-473410.4 134.7045940 -47.5695820
rcw38   085849.12-472916.9 134.7046980 -47.4880310
rcw38   085849.58-473255.1 134.7066120 -47.5486620
rcw38   085849.82-473520.6 134.7076060 -47.5890620
rcw38   085849.96-472857.4 134.7081770 -47.4826280
rcw38   085850.01-473319.2 134.7083950 -47.5553340
rcw38   085850.14-473008.3 134.7089490 -47.5023290
rcw38   085850.38-473319.5 134.7099450 -47.5554240
rcw38   085850.66-473239.6 134.7110890 -47.5443460
rcw38   085850.73-473043.4 134.7114020 -47.5120630
rcw38   085850.82-473012.9 134.7117810 -47.5035860
rcw38   085850.94-472923.9 134.7122580 -47.4899760
rcw38   085851.14-473437.3 134.7131050 -47.5770420
rcw38   085851.36-472722.2 134.7140380 -47.4561690
rcw38   085851.58-473108.6 134.7149250 -47.5190630
rcw38   085851.76-473127.0 134.7156990 -47.5241790
rcw38   085852.09-473420.1 134.7170430 -47.5722730
rcw38   085852.28-472455.4 134.7178555 -47.4154129
rcw38   085852.76-473635.5 134.7198360 -47.6098670
rcw38   085852.77-473315.4 134.7198920 -47.5542970
rcw38   085852.94-473309.1 134.7205930 -47.5525360
rcw38   085853.18-473224.1 134.7215970 -47.5400340
rcw38   085853.22-473611.4 134.7217520 -47.6031820
rcw38   085853.40-472614.2 134.7225400 -47.4373050
rcw38   085853.68-473014.5 134.7236864 -47.5040440
rcw38   085853.91-473051.2 134.7246500 -47.5142500
rcw38   085854.02-473102.2 134.7251240 -47.5172840
rcw38   085854.25-472949.7 134.7260650 -47.4971580
rcw38   085854.25-472841.6 134.7260500 -47.4782400
rcw38   085854.48-472429.3 134.7270330 -47.4081650
rcw38   085854.80-473358.5 134.7283580 -47.5662530
rcw38   085854.84-473433.2 134.7285350 -47.5759160
rcw38   085854.96-472658.6 134.7290400 -47.4496190
rcw38   085855.05-473138.1 134.7294100 -47.5272540
rcw38   085855.10-473500.0 134.7296100 -47.5833590
rcw38   085855.23-473150.1 134.7301290 -47.5305900
rcw38   085855.24-473155.0 134.7301740 -47.5319470
rcw38   085855.48-473024.1 134.7311780 -47.5067040
rcw38   085855.56-472745.1 134.7315120 -47.4625550
rcw38   085855.84-473251.2 134.7326940 -47.5475620
rcw38   085855.90-473150.4 134.7329470 -47.5306940
rcw38   085856.08-473520.8 134.7336890 -47.5891340
rcw38   085857.04-473228.6 134.7376770 -47.5413020
rcw38   085857.11-473238.4 134.7379650 -47.5440180
rcw38   085857.22-473106.2 134.7384510 -47.5184120
rcw38   085857.57-472426.0 134.7399020 -47.4072420
rcw38   085857.48-472841.4 134.7395270 -47.4781900
rcw38   085857.46-472744.0 134.7394517 -47.4622261
rcw38   085857.72-472918.8 134.7405260 -47.4885770
rcw38   085857.83-472357.7 134.7409820 -47.3993670
rcw38   085857.88-473017.9 134.7411830 -47.5049860
rcw38   085857.90-473243.9 134.7412840 -47.5455420
rcw38   085857.92-473031.6 134.7413690 -47.5087890
rcw38   085857.95-473014.6 134.7414890 -47.5040700
rcw38   085857.96-473122.1 134.7415150 -47.5228120
rcw38   085857.96-472733.7 134.7415110 -47.4593700
rcw38   085858.14-472655.7 134.7422510 -47.4488260
rcw38   085858.11-473145.0 134.7421640 -47.5291680
rcw38   085858.16-473106.7 134.7423480 -47.5185420
rcw38   085858.29-473257.8 134.7429110 -47.5494080
rcw38   085858.30-472727.6 134.7429540 -47.4576720
rcw38   085858.36-473654.6 134.7431670 -47.6151900
rcw38   085858.53-473059.1 134.7438800 -47.5164200
rcw38   085858.61-473110.3 134.7442500 -47.5195430
rcw38   085858.73-473104.5 134.7447180 -47.5179300
rcw38   085858.85-472724.9 134.7452230 -47.4569320
rcw38   085858.90-473054.4 134.7454470 -47.5151360
rcw38   085859.11-473034.0 134.7462960 -47.5094610
rcw38   085859.12-472809.1 134.7463490 -47.4692060
rcw38   085859.18-473232.8 134.7466120 -47.5424610
rcw38   085859.16-472658.1 134.7465140 -47.4494860
rcw38   085859.42-473237.5 134.7476240 -47.5437600
rcw38   085859.45-473111.1 134.7477320 -47.5197720
rcw38   085859.54-472952.2 134.7480930 -47.4978600
rcw38   085859.64-473228.5 134.7485306 -47.5412740
rcw38   085859.82-473222.8 134.7492680 -47.5396730
rcw38   085859.81-473224.3 134.7492400 -47.5400930
rcw38   085859.89-473552.2 134.7495520 -47.5978430
rcw38   085859.90-473014.3 134.7495890 -47.5039770
rcw38   085859.94-472947.4 134.7497900 -47.4965080
rcw38   085859.97-472244.5 134.7498910 -47.3790280
rcw38   085900.00-473109.7 134.7500260 -47.5193750
rcw38   085900.00-473104.5 134.7500350 -47.5179220
rcw38   085900.08-473114.5 134.7503360 -47.5207000
rcw38   085900.11-473007.0 134.7504630 -47.5019470
rcw38   085900.11-473219.1 134.7504810 -47.5386650
rcw38   085900.14-473311.0 134.7506160 -47.5530780
rcw38   085900.17-472940.5 134.7507440 -47.4945880
rcw38   085900.27-472758.4 134.7511450 -47.4662280
rcw38   085900.32-473114.3 134.7513610 -47.5206600
rcw38   085900.29-472940.4 134.7512240 -47.4945760
rcw38   085900.38-472558.0 134.7516060 -47.4327840
rcw38   085900.60-473047.0 134.7525400 -47.5130670
rcw38   085900.64-472724.6 134.7526790 -47.4568480
rcw38   085900.71-473050.9 134.7529630 -47.5141570
rcw38   085900.76-473046.9 134.7531990 -47.5130390
rcw38   085900.80-473757.8 134.7533440 -47.6327320
rcw38   085900.88-473044.8 134.7536670 -47.5124510
rcw38   085900.89-472942.7 134.7537260 -47.4952030
rcw38   085900.91-472819.1 134.7538170 -47.4719790
rcw38   085900.99-473103.4 134.7541510 -47.5176170
rcw38   085901.10-473008.6 134.7546190 -47.5024010
rcw38   085901.14-473242.2 134.7547743 -47.5450648
rcw38   085901.21-473131.9 134.7550830 -47.5255500
rcw38   085901.50-472324.5 134.7562710 -47.3901410
rcw38   085901.56-473110.1 134.7565100 -47.5194980
rcw38   085901.57-473119.4 134.7565600 -47.5220770
rcw38   085901.65-473211.2 134.7568840 -47.5364630
rcw38   085901.68-473037.1 134.7570050 -47.5103130
rcw38   085901.74-473046.1 134.7572850 -47.5128160
rcw38   085901.78-473037.3 134.7574540 -47.5103850
rcw38   085901.87-473056.9 134.7578120 -47.5158250
rcw38   085901.94-473035.3 134.7581150 -47.5098170
rcw38   085901.95-473115.0 134.7581520 -47.5208520
rcw38   085901.98-473102.3 134.7582620 -47.5173130
rcw38   085902.01-473016.3 134.7583890 -47.5045420
rcw38   085902.09-473209.7 134.7587210 -47.5360280
rcw38   085902.16-473016.7 134.7590090 -47.5046430
rcw38   085902.24-472639.1 134.7593450 -47.4442210
rcw38   085902.38-472957.7 134.7599450 -47.4993720
rcw38   085902.42-473110.0 134.7600950 -47.5194610
rcw38   085902.43-472947.7 134.7601350 -47.4965930
rcw38   085902.47-473052.8 134.7603310 -47.5146730
rcw38   085902.50-473020.7 134.7604220 -47.5057640
rcw38   085902.54-473147.4 134.7605900 -47.5298570
rcw38   085902.56-473046.4 134.7606790 -47.5129050
rcw38   085902.60-472846.2 134.7608670 -47.4795070
rcw38   085902.62-473138.9 134.7609490 -47.5274960
rcw38   085902.66-473136.9 134.7611210 -47.5269200
rcw38   085902.77-473113.1 134.7615760 -47.5203110
rcw38   085902.90-473102.5 134.7621250 -47.5173700
rcw38   085902.96-473051.7 134.7623740 -47.5143870
rcw38   085902.97-473039.8 134.7623950 -47.5110650
rcw38   085903.00-473035.6 134.7625350 -47.5099090
rcw38   085903.01-473044.6 134.7625740 -47.5124000
rcw38   085903.04-473042.6 134.7626780 -47.5118520
rcw38   085903.07-472937.3 134.7628130 -47.4937050
rcw38   085903.34-472853.6 134.7639540 -47.4815560
rcw38   085903.36-473045.6 134.7640310 -47.5126680
rcw38   085903.47-472428.1 134.7644700 -47.4078100
rcw38   085903.53-473058.3 134.7647090 -47.5162070
rcw38   085903.57-473032.3 134.7649070 -47.5089790
rcw38   085903.57-473034.0 134.7649130 -47.5094710
rcw38   085903.60-473149.8 134.7650410 -47.5305070
rcw38   085903.64-473040.1 134.7651870 -47.5111400
rcw38   085903.72-473040.4 134.7655130 -47.5112300
rcw38   085903.74-473108.7 134.7656110 -47.5191080
rcw38   085903.75-473142.4 134.7656590 -47.5284640
rcw38   085903.76-472759.7 134.7656840 -47.4665870
rcw38   085903.83-472456.7 134.7659810 -47.4157600
rcw38   085903.82-473004.3 134.7659330 -47.5012060
rcw38   085903.82-473048.4 134.7659340 -47.5134510
rcw38   085903.88-473109.3 134.7661990 -47.5192550
rcw38   085903.92-473104.8 134.7663360 -47.5180200
rcw38   085903.98-473121.8 134.7665850 -47.5227410
rcw38   085904.02-473055.8 134.7667810 -47.5155270
rcw38   085904.05-473034.6 134.7668910 -47.5096120
rcw38   085904.10-473112.1 134.7670930 -47.5200550
rcw38   085904.11-472734.8 134.7671500 -47.4596770
rcw38   085904.22-472321.9 134.7676160 -47.3894270
rcw38   085904.34-473105.7 134.7680920 -47.5182520
rcw38   085904.35-473130.7 134.7681450 -47.5252180
rcw38   085904.44-473056.2 134.7685190 -47.5156290
rcw38   085904.48-473038.6 134.7686940 -47.5107410
rcw38   085904.53-473034.8 134.7688800 -47.5096670
rcw38   085904.59-473050.9 134.7691450 -47.5141390
rcw38   085904.64-473028.0 134.7693590 -47.5078020
rcw38   085904.70-473049.0 134.7696200 -47.5136210
rcw38   085904.75-473036.8 134.7698240 -47.5102360
rcw38   085904.82-473031.4 134.7701060 -47.5087230
rcw38   085904.82-473054.4 134.7701180 -47.5151280
rcw38   085904.83-473028.5 134.7701570 -47.5079250
rcw38   085904.87-473055.3 134.7703300 -47.5153680
rcw38   085904.87-473049.0 134.7703320 -47.5136310
rcw38   085904.90-473035.7 134.7704210 -47.5099270
rcw38   085904.91-473241.2 134.7704770 -47.5447790
rcw38   085904.97-473126.9 134.7707370 -47.5241470
rcw38   085905.01-473058.1 134.7709090 -47.5161490
rcw38   085905.07-473047.4 134.7711530 -47.5131800
rcw38   085905.09-473053.3 134.7712290 -47.5148180
rcw38   085905.11-473059.5 134.7713090 -47.5165360
rcw38   085905.12-473033.5 134.7713510 -47.5093240
rcw38   085905.12-473101.5 134.7713720 -47.5170840
rcw38   085905.15-472953.1 134.7714940 -47.4980940
rcw38   085905.22-473017.1 134.7717650 -47.5047600
rcw38   085905.24-473029.4 134.7718510 -47.5081830
rcw38   085905.28-473032.7 134.7720220 -47.5091000
rcw38   085905.28-473042.5 134.7720230 -47.5118330
rcw38   085905.31-473059.3 134.7721270 -47.5164980
rcw38   085905.34-473003.1 134.7722500 -47.5008650
rcw38   085905.44-473048.1 134.7726810 -47.5133750
rcw38   085905.45-473030.3 134.7727100 -47.5084380
rcw38   085905.48-473045.5 134.7728470 -47.5126410
rcw38   085905.48-473032.3 134.7728480 -47.5089730
rcw38   085905.48-473034.6 134.7728620 -47.5096380
rcw38   085905.48-473002.6 134.7728350 -47.5007320
rcw38   085905.50-473041.9 134.7729570 -47.5116580
rcw38   085905.54-473030.4 134.7730910 -47.5084560
rcw38   085905.55-473036.1 134.7731330 -47.5100510
rcw38   085905.56-473040.6 134.7731740 -47.5113010
rcw38   085905.65-473040.9 134.7735520 -47.5113840
